"cost_scheme","replicate","pvalue","time_inconsistency","signif","ratio","event","number_events"
"d2_t4_l1",40,0.020979,5,TRUE,0.777777777777778,"cospeciation",9
"d2_t4_l1",40,0.020979,5,TRUE,0.777777777777778,"transfer",7
"d2_t4_l1",40,0.020979,5,TRUE,0.777777777777778,"duplication",4
"d2_t4_l1",40,0.020979,5,TRUE,0.777777777777778,"loss",18
"d2_t4_l1",41,0.347652,5,FALSE,1.125,"cospeciation",8
"d2_t4_l1",41,0.347652,5,FALSE,1.125,"transfer",9
"d2_t4_l1",41,0.347652,5,FALSE,1.125,"duplication",3
"d2_t4_l1",41,0.347652,5,FALSE,1.125,"loss",18
"d2_t4_l1",42,0.033966,3,TRUE,0.777777777777778,"cospeciation",9
"d2_t4_l1",42,0.033966,3,TRUE,0.777777777777778,"transfer",7
"d2_t4_l1",42,0.033966,3,TRUE,0.777777777777778,"duplication",4
"d2_t4_l1",42,0.033966,3,TRUE,0.777777777777778,"loss",17
"d2_t4_l1",43,0.005994,3,TRUE,0.666666666666667,"cospeciation",9
"d2_t4_l1",43,0.005994,3,TRUE,0.666666666666667,"transfer",6
"d2_t4_l1",43,0.005994,3,TRUE,0.666666666666667,"duplication",5
"d2_t4_l1",43,0.005994,3,TRUE,0.666666666666667,"loss",17
"d2_t4_l1",44,0.040959,2,TRUE,1.125,"cospeciation",8
"d2_t4_l1",44,0.040959,2,TRUE,1.125,"transfer",9
"d2_t4_l1",44,0.040959,2,TRUE,1.125,"duplication",3
"d2_t4_l1",44,0.040959,2,TRUE,1.125,"loss",12
"d2_t4_l1",45,0.054945,2,FALSE,1,"cospeciation",9
"d2_t4_l1",45,0.054945,2,FALSE,1,"transfer",9
"d2_t4_l1",45,0.054945,2,FALSE,1,"duplication",2
"d2_t4_l1",45,0.054945,2,FALSE,1,"loss",15
"d2_t4_l1",46,0.045954,3,TRUE,1.28571428571429,"cospeciation",7
"d2_t4_l1",46,0.045954,3,TRUE,1.28571428571429,"transfer",9
"d2_t4_l1",46,0.045954,3,TRUE,1.28571428571429,"duplication",4
"d2_t4_l1",46,0.045954,3,TRUE,1.28571428571429,"loss",10
"d2_t4_l1",47,0.034965,3,TRUE,1.28571428571429,"cospeciation",7
"d2_t4_l1",47,0.034965,3,TRUE,1.28571428571429,"transfer",9
"d2_t4_l1",47,0.034965,3,TRUE,1.28571428571429,"duplication",4
"d2_t4_l1",47,0.034965,3,TRUE,1.28571428571429,"loss",10
"d2_t4_l1",48,0.003996,3,TRUE,1.14285714285714,"cospeciation",7
"d2_t4_l1",48,0.003996,3,TRUE,1.14285714285714,"transfer",8
"d2_t4_l1",48,0.003996,3,TRUE,1.14285714285714,"duplication",5
"d2_t4_l1",48,0.003996,3,TRUE,1.14285714285714,"loss",8
"d2_t4_l1",49,0.354645,5,FALSE,1.125,"cospeciation",8
"d2_t4_l1",49,0.354645,5,FALSE,1.125,"transfer",9
"d2_t4_l1",49,0.354645,5,FALSE,1.125,"duplication",3
"d2_t4_l1",49,0.354645,5,FALSE,1.125,"loss",18
"d2_t4_l1",50,0.01998,4,TRUE,1,"cospeciation",8
"d2_t4_l1",50,0.01998,4,TRUE,1,"transfer",8
"d2_t4_l1",50,0.01998,4,TRUE,1,"duplication",4
"d2_t4_l1",50,0.01998,4,TRUE,1,"loss",13
"d4_t1_l1",1,0.037962,13,TRUE,5.66666666666667,"cospeciation",3
"d4_t1_l1",1,0.037962,13,TRUE,5.66666666666667,"transfer",17
"d4_t1_l1",1,0.037962,13,TRUE,5.66666666666667,"duplication",0
"d4_t1_l1",1,0.037962,13,TRUE,5.66666666666667,"loss",0
"d4_t1_l1",2,0.015984,11,TRUE,3,"cospeciation",5
"d4_t1_l1",2,0.015984,11,TRUE,3,"transfer",15
"d4_t1_l1",2,0.015984,11,TRUE,3,"duplication",0
"d4_t1_l1",2,0.015984,11,TRUE,3,"loss",1
"d4_t1_l1",3,0.025974,10,TRUE,3,"cospeciation",5
"d4_t1_l1",3,0.025974,10,TRUE,3,"transfer",15
"d4_t1_l1",3,0.025974,10,TRUE,3,"duplication",0
"d4_t1_l1",3,0.025974,10,TRUE,3,"loss",0
"d4_t1_l1",4,0.889111,14,FALSE,5,"cospeciation",3
"d4_t1_l1",4,0.889111,14,FALSE,5,"transfer",15
"d4_t1_l1",4,0.889111,14,FALSE,5,"duplication",2
"d4_t1_l1",4,0.889111,14,FALSE,5,"loss",0
"d4_t1_l1",5,0.616384,11,FALSE,3.75,"cospeciation",4
"d4_t1_l1",5,0.616384,11,FALSE,3.75,"transfer",15
"d4_t1_l1",5,0.616384,11,FALSE,3.75,"duplication",1
"d4_t1_l1",5,0.616384,11,FALSE,3.75,"loss",0
"d4_t1_l1",6,0.627373,7,FALSE,3.75,"cospeciation",4
"d4_t1_l1",6,0.627373,7,FALSE,3.75,"transfer",15
"d4_t1_l1",6,0.627373,7,FALSE,3.75,"duplication",1
"d4_t1_l1",6,0.627373,7,FALSE,3.75,"loss",0
"d4_t1_l1",7,0.862138,12,FALSE,3.5,"cospeciation",4
"d4_t1_l1",7,0.862138,12,FALSE,3.5,"transfer",14
"d4_t1_l1",7,0.862138,12,FALSE,3.5,"duplication",2
"d4_t1_l1",7,0.862138,12,FALSE,3.5,"loss",0
"d4_t1_l1",8,0.043956,13,TRUE,5.66666666666667,"cospeciation",3
"d4_t1_l1",8,0.043956,13,TRUE,5.66666666666667,"transfer",17
"d4_t1_l1",8,0.043956,13,TRUE,5.66666666666667,"duplication",0
"d4_t1_l1",8,0.043956,13,TRUE,5.66666666666667,"loss",0
"d4_t1_l1",9,0.562438,7,FALSE,2.8,"cospeciation",5
"d4_t1_l1",9,0.562438,7,FALSE,2.8,"transfer",14
"d4_t1_l1",9,0.562438,7,FALSE,2.8,"duplication",1
"d4_t1_l1",9,0.562438,7,FALSE,2.8,"loss",0
"d4_t1_l1",10,0.87013,12,FALSE,3.5,"cospeciation",4
"d4_t1_l1",10,0.87013,12,FALSE,3.5,"transfer",14
"d4_t1_l1",10,0.87013,12,FALSE,3.5,"duplication",2
"d4_t1_l1",10,0.87013,12,FALSE,3.5,"loss",0
"d4_t1_l1",11,0.022977,10,TRUE,3,"cospeciation",5
"d4_t1_l1",11,0.022977,10,TRUE,3,"transfer",15
"d4_t1_l1",11,0.022977,10,TRUE,3,"duplication",0
"d4_t1_l1",11,0.022977,10,TRUE,3,"loss",0
"d4_t1_l1",12,0.618382,14,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",12,0.618382,14,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",12,0.618382,14,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",12,0.618382,14,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",13,0.090909,7,FALSE,4,"cospeciation",4
"d4_t1_l1",13,0.090909,7,FALSE,4,"transfer",16
"d4_t1_l1",13,0.090909,7,FALSE,4,"duplication",0
"d4_t1_l1",13,0.090909,7,FALSE,4,"loss",0
"d4_t1_l1",14,0.648352,13,FALSE,3.75,"cospeciation",4
"d4_t1_l1",14,0.648352,13,FALSE,3.75,"transfer",15
"d4_t1_l1",14,0.648352,13,FALSE,3.75,"duplication",1
"d4_t1_l1",14,0.648352,13,FALSE,3.75,"loss",1
"d4_t1_l1",15,0.57043,10,FALSE,2.8,"cospeciation",5
"d4_t1_l1",15,0.57043,10,FALSE,2.8,"transfer",14
"d4_t1_l1",15,0.57043,10,FALSE,2.8,"duplication",1
"d4_t1_l1",15,0.57043,10,FALSE,2.8,"loss",0
"d4_t1_l1",16,0.628372,13,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",16,0.628372,13,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",16,0.628372,13,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",16,0.628372,13,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",17,0.050949,14,FALSE,5.66666666666667,"cospeciation",3
"d4_t1_l1",17,0.050949,14,FALSE,5.66666666666667,"transfer",17
"d4_t1_l1",17,0.050949,14,FALSE,5.66666666666667,"duplication",0
"d4_t1_l1",17,0.050949,14,FALSE,5.66666666666667,"loss",0
"d4_t1_l1",18,0.030969,11,TRUE,4,"cospeciation",4
"d4_t1_l1",18,0.030969,11,TRUE,4,"transfer",16
"d4_t1_l1",18,0.030969,11,TRUE,4,"duplication",0
"d4_t1_l1",18,0.030969,11,TRUE,4,"loss",0
"d4_t1_l1",19,0.066933,13,FALSE,4,"cospeciation",4
"d4_t1_l1",19,0.066933,13,FALSE,4,"transfer",16
"d4_t1_l1",19,0.066933,13,FALSE,4,"duplication",0
"d4_t1_l1",19,0.066933,13,FALSE,4,"loss",1
"d4_t1_l1",20,0.89011,13,FALSE,5,"cospeciation",3
"d4_t1_l1",20,0.89011,13,FALSE,5,"transfer",15
"d4_t1_l1",20,0.89011,13,FALSE,5,"duplication",2
"d4_t1_l1",20,0.89011,13,FALSE,5,"loss",0
"d4_t1_l1",21,0.672328,16,FALSE,8.5,"cospeciation",2
"d4_t1_l1",21,0.672328,16,FALSE,8.5,"transfer",17
"d4_t1_l1",21,0.672328,16,FALSE,8.5,"duplication",1
"d4_t1_l1",21,0.672328,16,FALSE,8.5,"loss",0
"d4_t1_l1",22,0.018981,11,TRUE,3,"cospeciation",5
"d4_t1_l1",22,0.018981,11,TRUE,3,"transfer",15
"d4_t1_l1",22,0.018981,11,TRUE,3,"duplication",0
"d4_t1_l1",22,0.018981,11,TRUE,3,"loss",1
"d4_t1_l1",23,0.017982,7,TRUE,3,"cospeciation",5
"d4_t1_l1",23,0.017982,7,TRUE,3,"transfer",15
"d4_t1_l1",23,0.017982,7,TRUE,3,"duplication",0
"d4_t1_l1",23,0.017982,7,TRUE,3,"loss",0
"d4_t1_l1",24,0.021978,11,TRUE,4,"cospeciation",4
"d4_t1_l1",24,0.021978,11,TRUE,4,"transfer",16
"d4_t1_l1",24,0.021978,11,TRUE,4,"duplication",0
"d4_t1_l1",24,0.021978,11,TRUE,4,"loss",0
"d4_t1_l1",25,0.609391,13,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",25,0.609391,13,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",25,0.609391,13,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",25,0.609391,13,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",26,0.578422,12,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",26,0.578422,12,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",26,0.578422,12,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",26,0.578422,12,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",27,0.046953,13,TRUE,5.66666666666667,"cospeciation",3
"d4_t1_l1",27,0.046953,13,TRUE,5.66666666666667,"transfer",17
"d4_t1_l1",27,0.046953,13,TRUE,5.66666666666667,"duplication",0
"d4_t1_l1",27,0.046953,13,TRUE,5.66666666666667,"loss",0
"d4_t1_l1",28,0.687313,16,FALSE,8.5,"cospeciation",2
"d4_t1_l1",28,0.687313,16,FALSE,8.5,"transfer",17
"d4_t1_l1",28,0.687313,16,FALSE,8.5,"duplication",1
"d4_t1_l1",28,0.687313,16,FALSE,8.5,"loss",0
"d4_t1_l1",29,0.633367,7,FALSE,3.75,"cospeciation",4
"d4_t1_l1",29,0.633367,7,FALSE,3.75,"transfer",15
"d4_t1_l1",29,0.633367,7,FALSE,3.75,"duplication",1
"d4_t1_l1",29,0.633367,7,FALSE,3.75,"loss",0
"d4_t1_l1",30,0.612388,12,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",30,0.612388,12,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",30,0.612388,12,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",30,0.612388,12,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",31,0.627373,12,FALSE,3.75,"cospeciation",4
"d4_t1_l1",31,0.627373,12,FALSE,3.75,"transfer",15
"d4_t1_l1",31,0.627373,12,FALSE,3.75,"duplication",1
"d4_t1_l1",31,0.627373,12,FALSE,3.75,"loss",1
"d4_t1_l1",32,0.605395,13,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",32,0.605395,13,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",32,0.605395,13,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",32,0.605395,13,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",33,0.657343,13,FALSE,3.75,"cospeciation",4
"d4_t1_l1",33,0.657343,13,FALSE,3.75,"transfer",15
"d4_t1_l1",33,0.657343,13,FALSE,3.75,"duplication",1
"d4_t1_l1",33,0.657343,13,FALSE,3.75,"loss",1
"d4_t1_l1",34,0.603397,12,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",34,0.603397,12,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",34,0.603397,12,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",34,0.603397,12,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",35,0.581419,12,FALSE,2.8,"cospeciation",5
"d4_t1_l1",35,0.581419,12,FALSE,2.8,"transfer",14
"d4_t1_l1",35,0.581419,12,FALSE,2.8,"duplication",1
"d4_t1_l1",35,0.581419,12,FALSE,2.8,"loss",1
"d4_t1_l1",36,0.073926,12,FALSE,4,"cospeciation",4
"d4_t1_l1",36,0.073926,12,FALSE,4,"transfer",16
"d4_t1_l1",36,0.073926,12,FALSE,4,"duplication",0
"d4_t1_l1",36,0.073926,12,FALSE,4,"loss",1
"d4_t1_l1",37,0.891109,13,FALSE,5,"cospeciation",3
"d4_t1_l1",37,0.891109,13,FALSE,5,"transfer",15
"d4_t1_l1",37,0.891109,13,FALSE,5,"duplication",2
"d4_t1_l1",37,0.891109,13,FALSE,5,"loss",0
"d4_t1_l1",38,0.486513,11,FALSE,2.8,"cospeciation",5
"d4_t1_l1",38,0.486513,11,FALSE,2.8,"transfer",14
"d4_t1_l1",38,0.486513,11,FALSE,2.8,"duplication",1
"d4_t1_l1",38,0.486513,11,FALSE,2.8,"loss",1
"d4_t1_l1",39,0.629371,13,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",39,0.629371,13,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",39,0.629371,13,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",39,0.629371,13,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",40,0.609391,12,FALSE,3.75,"cospeciation",4
"d4_t1_l1",40,0.609391,12,FALSE,3.75,"transfer",15
"d4_t1_l1",40,0.609391,12,FALSE,3.75,"duplication",1
"d4_t1_l1",40,0.609391,12,FALSE,3.75,"loss",1
"d4_t1_l1",41,0.145854,15,FALSE,9,"cospeciation",2
"d4_t1_l1",41,0.145854,15,FALSE,9,"transfer",18
"d4_t1_l1",41,0.145854,15,FALSE,9,"duplication",0
"d4_t1_l1",41,0.145854,15,FALSE,9,"loss",0
"d4_t1_l1",42,0.654346,7,FALSE,3.75,"cospeciation",4
"d4_t1_l1",42,0.654346,7,FALSE,3.75,"transfer",15
"d4_t1_l1",42,0.654346,7,FALSE,3.75,"duplication",1
"d4_t1_l1",42,0.654346,7,FALSE,3.75,"loss",0
"d4_t1_l1",43,0.839161,13,FALSE,3.5,"cospeciation",4
"d4_t1_l1",43,0.839161,13,FALSE,3.5,"transfer",14
"d4_t1_l1",43,0.839161,13,FALSE,3.5,"duplication",2
"d4_t1_l1",43,0.839161,13,FALSE,3.5,"loss",0
"d4_t1_l1",44,0.663337,16,FALSE,8.5,"cospeciation",2
"d4_t1_l1",44,0.663337,16,FALSE,8.5,"transfer",17
"d4_t1_l1",44,0.663337,16,FALSE,8.5,"duplication",1
"d4_t1_l1",44,0.663337,16,FALSE,8.5,"loss",0
"d4_t1_l1",45,0.080919,13,FALSE,4,"cospeciation",4
"d4_t1_l1",45,0.080919,13,FALSE,4,"transfer",16
"d4_t1_l1",45,0.080919,13,FALSE,4,"duplication",0
"d4_t1_l1",45,0.080919,13,FALSE,4,"loss",1
"d4_t1_l1",46,0.594406,14,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",46,0.594406,14,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",46,0.594406,14,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",46,0.594406,14,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",47,0.623377,13,FALSE,5.33333333333333,"cospeciation",3
"d4_t1_l1",47,0.623377,13,FALSE,5.33333333333333,"transfer",16
"d4_t1_l1",47,0.623377,13,FALSE,5.33333333333333,"duplication",1
"d4_t1_l1",47,0.623377,13,FALSE,5.33333333333333,"loss",0
"d4_t1_l1",48,0.862138,7,FALSE,2.6,"cospeciation",5
"d4_t1_l1",48,0.862138,7,FALSE,2.6,"transfer",13
"d4_t1_l1",48,0.862138,7,FALSE,2.6,"duplication",2
"d4_t1_l1",48,0.862138,7,FALSE,2.6,"loss",0
"d4_t1_l1",49,0.167832,15,FALSE,9,"cospeciation",2
"d4_t1_l1",49,0.167832,15,FALSE,9,"transfer",18
"d4_t1_l1",49,0.167832,15,FALSE,9,"duplication",0
"d4_t1_l1",49,0.167832,15,FALSE,9,"loss",0
"d4_t1_l1",50,0.495504,13,FALSE,3.75,"cospeciation",4
"d4_t1_l1",50,0.495504,13,FALSE,3.75,"transfer",15
"d4_t1_l1",50,0.495504,13,FALSE,3.75,"duplication",1
"d4_t1_l1",50,0.495504,13,FALSE,3.75,"loss",0
