code_individual_host,hosts_species_match,host_DNA_ext_ID,host_species,updated_host_species_name,country,state,county,locality,latitude,longitude,date_collected,host_order,host_suborder,host_family,host_subfamily,Tribe,host_genus,sex,life_stage,infected,intensity,TAMUIC_IC_CODE,observations
Teq_Hui_20Dec2023_31,Teq31,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,female,adult,y,26,,
Teq_Hui_20Dec2023_32,Teq32,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,female,adult,n,0,,
Teq_Hui_20Dec2023_33,Teq33,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,1,,
Teq_Hui_20Dec2023_33,Teq33,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,1,,
Teq_Hui_20Dec2023_34,Teq34,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,n,0,,
Teq_Hui_20Dec2023_35,Teq31,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,1,,
Teq_Hui_20Dec2023_36,Teq36,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,female,adult,y,1,,
Teq_Hui_20Dec2023_36,Teq31,,Taeniopoda eques,Romalea eques,MX,Hidalgo,Huichapan,Barrio el Calvario; near Av. Revolucion; Terreno baldio,20.377712,-99.641456,Dec/20/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,female,adult,y,1,,
Bra_Tequis_19Dec2023_1,,R20,Brachystola aff. magna,Brachystola aff. magna,MX,Queretaro,Tequisquiapan,Carretera Juarez Oriente,20.515134,-99.871774,Dec/19/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Brachystola,female,adult,n,0,TAMUIC-IGC-004557,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,TAMUIC-IGC-004548,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,,
Tam_Vic_27Aug2023_1,Tam1,,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,Canon la Libertad,23.800105,-99.19974,Aug/27/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,y,200,,
Taeniopoda_tamaulipensis_el_madrono,,R23,Taeniopoda tamaulipensis,Romalea tamaulipensis,MX,Tamaulipas,Victoria,El Madrono,23.605909,-99.229958,Aug/5/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,,adult,n,0,TAMUIC-IGC-004560,
Xyl_Mich_27Aug2023_1,Xyl1,R31,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,male,adult,y,5,TAMUIC-IGC-004568,
Xyl_Mich_27Aug2023_2,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,male,adult,n,0,,
Xyl_Mich_27Aug2023_3,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,male,adult,n,0,,
Xyl_Mich_27Aug2023_4,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Michoacan,Lazaro Cardenas,Carretera 37 a Arteaga; km 323 (L1 2023 194),18.05561,-102.32162,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,n,0,,
Xyl_Mich_27Aug2023_5,Xyl5,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Carretera Los Llanos Temalhuacan (L7 2023),17.85981,-101.72701,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,4,,
Xyl_Mich_27Aug2023_5,Xyl5,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Carretera Los Llanos Temalhuacan (L7 2023),17.85981,-101.72701,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,4,,
Xyl_Mich_27Aug2023_6,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,n,0,,
Xyl_Mich_27Aug2023_7,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,n,0,,
Xyl_Mich_27Aug2023_8,Xyl8,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,50,,
Xyl_Mich_27Aug2023_8,Xyl8,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,50,,
Xyl_Mich_27Aug2023_8,Xyl8,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,50,,
Xyl_Mich_27Aug2023_8,Xyl8,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,50,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Xyl_Mich_27Aug2023_9,Xyl9,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,200,,
Chro_Mich_17Aug2023_9,,R25,Chromacris sp.,Chromacris sp.,MX,Michoacan,Arteaga,Entre El Zarrillo y El Higueral sobre carretera 37 a Arteaga (L2 190 2023),18.30755,-102.27377,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Chromacris,female,adult,n,0,TAMUIC-IGC-004562,
Chro_Mich_17Aug2023_10,,,Chromacris sp.,Chromacris sp.,MX,Michoacan,Arteaga,Entre El Zarrillo y El Higueral sobre carretera 37 a Arteaga (L2 190 2023),18.30755,-102.27377,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Chromacris,female,adult,n,0,,
Xyl_Mich_27Aug2023_10,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Chutla de Nava; Carretera a Chutla km 2 (L8 2023),17.925222,-101.78867,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,n,0,,
Xyl_Mich_27Aug2023_11,Xyl11,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,Guerrero,La Union de Isidoro Montes de Oca,Carretera Los Llanos Temalhuacan (L7 2023),17.85981,-101.72701,Nov/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,female,adult,y,4,,
Xyl_Mich_27Aug2023_12,Xyl12,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,,,,,,,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,male,adult,y,1,,
Xyl_Mich_27Aug2023_13,,,Xyleus aff. discoideus mexicanus,Xyleus aff. discoideus mexicanus,MX,,,,,,,Orthoptera,Caelifera,Romaleidae,Romaleinae,Procolpini,Xyleus,male,adult,n,0,,
Medina-Duran_etal_2020,MK181531,,Taeniopoda centurio,Romalea centurio,MX,Hidalgo,Huejutla de Reyes,Carretera Federal 105 Pachuca-Huejutla entre km 162 y 163,20.993186,-98.657552,Oct/1/2017,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,female,adult,y,?,,
Medina-Duran_etal_2020,MK181532,,Taeniopoda centurio,Romalea centurio,MX,Hidalgo,Huejutla de Reyes,Carretera Federal 105 Pachuca-Huejutla entre km 162 y 163,20.993186,-98.657552,Oct/1/2017,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,female,adult,y,?,,
TAMUIC-IGC-004558,,R21,Taeniopoda aff. auricornis,Romalea aff. auricornis,MX,Oaxaca,Santiago Camotlan,Santiago Camotlan. Montane cloudforest with grassland,17.444867,-96.184983,,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004558,
TAMUIC-IGC-004559,,R22,Chromacris sp.,Chromacris sp.,CR,Limon,Matama,Veragua Rainforest Research and Adventure Park,9.8391,-83.2111,,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Chromacris,female,adult,?,?,TAMUIC-IGC-004559,
TAMUIC-IGC-004561,,R24,Taeniopoda picticornis,Taeniopoda picticornis,MX,Nayarit,Ahuacatlan,Carretera a los Limones (L17-2021),21.020086,-104.474506,Sep/6/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004561,
TAMUIC-IGC-004563,,R26,Taeniopoda eques,Romalea eques,MX,San Luis Potosi,Guadalcazar,Carr. 57 km 1015;entronque de Matehuala; ca. El Huizache (L-66-2021),22.913136,-100.4731974,Oct/7/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004563,
TAMUIC-IGC-004564,,R27,Taeniopoda picticornis,Romalea picticornis,MX,Guerrero,La Union de Isidoro Montes de Oca,Carretera Los llanos Temalhuacan. Sobre carretera 200. L-7-2023,17.85981,-101.72701,Oct/9/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004564,
TAMUIC-IGC-004565,,R28,Taeniopoda picticornis,Romalea picticornis,MX,Michoacan,Arteaga,Sobre carretera 37 a Arteaga. El Zarrillo. L3 (197) 2023,18.2746,-102.27683,Oct/7/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004565,
TAMUIC-IGC-004566,,R29,Taeniopoda picticornis,Romalea picticornis,MX,Michoacan,Lazaro Cardenas,Sobre carretera 37 a Arteaga km 328. L1.2023,18.06561,-102.32162,Oct/7/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004566,
TAMUIC-IGC-004567,,R30,Taeniopoda picticornis,Romalea picticornis,MX,Michoacan,Lazaro Cardenas,Popoyuta. Entre km 23 y 22. L5-2023 marca 200,18.03811,-102.53857,Oct/7/2023,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,male,adult,?,?,TAMUIC-IGC-004567,
TAMUIC-IGC-004569,,R32,Taeniopoda eques,Romalea eques,MX,Queretaro,Queretaro,El Cimatorio (L71-2021),20.533816,-100.355196,Oct/9/2021,Orthoptera,Caelifera,Romaleidae,Romaleinae,Romaleini,Taeniopoda,,adult,?,?,TAMUIC-IGC-004569,
